timestamp,run_id,rank,lat,lon,species,hsi_pct,phi,sst,chl,npp,do,depth_m,mld_m,z20_m,front_pct,eddy_pct,convergence_pct,cpue_index,cpue_ci_low,cpue_ci_high,gfw_density,hook_depth_optimal,distance_nm,eez
2026-02-25 18:35:36,20260225_183536,17,26.0000,143.2500,pacific_saury,9,3.93,20.9,0.1666,1797,0.0,2592,47,62,0.64,0.0,0.0,5,3,6,0.100,30,1288,日本EEZ
2026-02-25 18:35:36,20260225_183536,18,26.7500,143.5000,pacific_saury,9,4.04,20.4,0.2057,2140,0.0,6286,90,76,0.571,0.0,0.0,5,3,6,0.067,30,1310,日本EEZ
2026-02-25 19:05:51,20260225_190551,1,5.2500,132.7500,yellowfin,90,2.12,29.8,0.1071,2202,0.0,3540,28,165,0.0,0.0,0.0,52,42,66,0.434,65,1250,帛琉EEZ
2026-02-25 19:05:51,20260225_190551,2,5.2500,133.2500,yellowfin,90,2.12,29.8,0.0647,1332,0.0,4041,32,157,0.0,0.0,0.0,51,41,63,0.377,75,1265,帛琉EEZ
2026-02-25 19:05:51,20260225_190551,3,5.2500,133.7500,yellowfin,90,2.14,29.6,0.0714,1457,0.0,4419,66,152,0.0,0.0,0.2,50,41,63,0.322,84,1281,帛琉EEZ
2026-02-25 19:05:51,20260225_190551,4,9.0000,126.2500,bigeye,90,5.67,24.4,1.0798,5000,0.0,1311,30,150,0.515,0.0,1.0,35,28,45,0.082,211,881,菲律賓EEZ
2026-02-25 19:05:51,20260225_190551,5,10.7500,125.7500,bigeye,90,5.32,24.4,0.1468,2115,0.0,913,30,150,0.764,0.0,1.0,34,27,46,0.022,211,773,菲律賓EEZ
2026-02-25 19:05:51,20260225_190551,6,18.2500,122.2500,bigeye,90,5.66,24.4,0.0884,1237,0.0,1112,30,150,0.314,0.0,0.0,36,29,46,0.224,240,283,菲律賓EEZ
2026-02-25 19:05:51,20260225_190551,7,5.0000,128.5000,skipjack,90,1.63,28.9,0.0000,nan,0.0,5536,28,99,0.0,0.0,0.919,56,45,67,0.571,30,1150,公海
2026-02-25 19:05:51,20260225_190551,8,5.0000,129.7500,skipjack,90,1.64,29.0,0.0000,nan,0.0,5058,25,140,0.0,0.0,0.0,58,48,70,0.647,30,1180,公海
2026-02-25 19:05:51,20260225_190551,9,5.0000,133.2500,skipjack,90,1.57,29.8,0.0000,nan,0.0,3924,38,167,0.0,0.0,0.124,57,47,71,0.385,30,1278,帛琉EEZ
2026-02-25 19:05:51,20260225_190551,10,20.7500,129.7500,albacore,90,3.29,24.0,0.1268,1709,0.0,5588,19,180,0.5,0.0,0.989,29,21,40,0.135,94,536,公海
2026-02-25 19:05:51,20260225_190551,11,21.2500,129.7500,albacore,90,3.40,23.1,0.0884,1124,0.0,5466,16,181,0.5,0.0,0.0,29,22,39,0.148,93,531,公海
2026-02-25 19:05:51,20260225_190551,12,22.5000,136.0000,albacore,90,3.15,24.5,0.0884,1218,0.0,5310,62,173,0.5,0.0,0.0,30,22,39,0.248,126,871,公海
2026-02-25 19:05:51,20260225_190551,19,5.2500,134.2500,yellowfin,90,2.15,29.5,0.0853,1721,0.0,4294,60,150,0.0,0.0,0.256,52,41,64,0.273,84,1298,帛琉EEZ
2026-02-25 19:05:51,20260225_190551,20,6.2500,125.7500,yellowfin,90,2.14,28.6,0.1774,3390,0.0,890,24,143,0.41,0.011,1.0,54,43,67,0.192,57,1027,菲律賓EEZ
2026-02-25 19:05:51,20260225_190551,13,29.7500,131.2500,japanese_flying_squid,9,2.87,20.4,0.1644,1688,0.0,2795,79,75,0.25,0.0,0.0,4,3,6,0.178,79,744,公海
2026-02-25 19:05:51,20260225_190551,14,32.2500,128.2500,japanese_flying_squid,9,3.36,17.8,0.1735,1478,0.0,201,95,0,0.36,0.0,0.0,5,3,6,0.018,76,728,公海
2026-02-25 19:05:51,20260225_190551,15,32.2500,173.0000,japanese_flying_squid,9,3.70,16.4,0.0884,689,0.0,2447,213,0,0.0,0.0,0.0,4,3,6,0.113,79,2977,公海
2026-02-25 19:05:51,20260225_190551,16,25.7500,143.7500,pacific_saury,9,4.00,20.4,0.1907,1996,0.0,1873,55,51,0.462,0.0,0.0,5,3,6,0.101,30,1314,日本EEZ
2026-02-25 19:05:51,20260225_190551,17,26.0000,143.2500,pacific_saury,9,3.93,20.9,0.1666,1797,0.0,2592,47,62,0.64,0.0,0.0,5,3,6,0.100,30,1288,日本EEZ
2026-02-25 19:05:51,20260225_190551,18,26.7500,143.5000,pacific_saury,9,4.04,20.4,0.2057,2140,0.0,6286,90,76,0.571,0.0,0.0,5,3,6,0.067,30,1310,日本EEZ
2026-02-25 19:16:50,20260225_191650,1,5.2500,132.7500,yellowfin,90,2.12,29.8,0.1071,2202,0.0,3540,28,165,0.117,0.0,0.0,52,42,65,0.434,65,1250,帛琉EEZ
2026-02-25 19:16:50,20260225_191650,2,6.2500,125.7500,yellowfin,90,2.14,28.6,0.1774,3390,0.0,890,24,143,0.479,0.011,1.0,50,40,66,0.192,57,1027,菲律賓EEZ
2026-02-25 19:16:50,20260225_191650,3,6.5000,158.2500,yellowfin,90,2.12,29.4,0.1027,2050,0.0,3590,96,158,0.21,0.0,1.0,51,41,64,0.729,83,2315,密克羅尼西亞EEZ
2026-02-25 19:16:50,20260225_191650,4,9.0000,126.2500,bigeye,90,5.67,24.4,1.0798,5000,0.0,1311,30,150,1.0,0.0,1.0,36,28,46,0.082,211,881,菲律賓EEZ
2026-02-25 19:16:50,20260225_191650,5,9.5000,126.2500,bigeye,90,4.84,28.2,0.2943,5000,0.0,2339,59,174,0.75,0.0,1.0,36,28,47,0.062,221,853,菲律賓EEZ
2026-02-25 19:16:50,20260225_191650,6,10.7500,125.7500,bigeye,90,5.32,24.4,0.1468,2115,0.0,913,30,150,0.868,0.0,1.0,36,28,47,0.022,211,773,菲律賓EEZ
2026-02-25 19:16:50,20260225_191650,7,5.0000,128.5000,skipjack,90,1.63,28.9,0.0000,nan,0.0,5536,28,99,0.483,0.0,0.919,54,45,67,0.571,30,1150,公海
2026-02-25 19:16:50,20260225_191650,8,5.0000,129.7500,skipjack,90,1.64,29.0,0.0000,nan,0.0,5058,25,140,0.442,0.0,0.0,57,47,69,0.647,30,1180,公海
2026-02-25 19:16:50,20260225_191650,9,5.0000,138.5000,skipjack,90,1.59,29.6,0.0000,nan,0.0,3716,32,201,0.45,0.0,0.0,56,46,67,0.188,30,1461,密克羅尼西亞EEZ
2026-02-25 19:16:50,20260225_191650,10,20.7500,129.7500,albacore,90,3.29,24.0,0.1268,1709,0.0,5588,19,180,0.517,0.0,0.989,30,22,40,0.135,94,536,公海
2026-02-25 19:16:50,20260225_191650,11,21.2500,129.7500,albacore,90,3.40,23.1,0.0884,1124,0.0,5466,16,181,0.509,0.0,0.0,30,23,41,0.148,93,531,公海
2026-02-25 19:16:50,20260225_191650,12,22.5000,136.2500,albacore,90,3.25,23.9,0.0884,1176,0.0,5110,54,176,0.511,0.0,0.328,29,22,39,0.264,112,885,公海
2026-02-25 19:16:50,20260225_191650,19,6.7500,126.0000,yellowfin,90,2.19,28.5,0.1474,2783,0.0,920,48,150,0.619,0.0,1.0,51,40,64,0.188,81,1003,菲律賓EEZ
2026-02-25 19:16:50,20260225_191650,20,6.7500,126.5000,yellowfin,90,2.24,28.3,0.0901,1685,0.0,1280,46,135,0.491,0.0,0.0,51,40,65,0.232,81,1012,菲律賓EEZ
2026-02-25 19:16:50,20260225_191650,13,29.7500,131.2500,japanese_flying_squid,9,2.87,20.4,0.1644,1688,0.0,2795,79,75,0.616,0.0,0.0,4,3,6,0.178,79,744,公海
2026-02-25 19:16:50,20260225_191650,14,32.2500,128.2500,japanese_flying_squid,9,3.36,17.8,0.1735,1478,0.0,201,95,0,0.627,0.0,0.0,5,3,6,0.018,76,728,公海
2026-02-25 19:16:50,20260225_191650,16,25.7500,143.7500,pacific_saury,9,4.00,20.4,0.1907,1996,0.0,1873,55,51,0.576,0.0,0.0,5,3,6,0.101,30,1314,日本EEZ
2026-02-25 19:16:50,20260225_191650,17,27.0000,140.5000,pacific_saury,9,3.94,20.7,0.2116,2241,0.0,3108,45,53,0.342,0.0,0.0,5,3,6,0.096,30,1150,日本EEZ
2026-02-25 19:16:50,20260225_191650,18,27.0000,142.7500,pacific_saury,9,4.03,20.3,0.2083,2153,0.0,3715,93,63,0.546,0.0,0.0,5,3,6,0.068,30,1272,日本EEZ
2026-02-25 19:58:59,20260225_195859,1,5.2500,132.2500,yellowfin,90,2.11,29.8,0.0884,1826,0.0,4038,23,167,0.124,0.0,0.0,52,42,66,0.491,59,1235,帛琉EEZ
2026-02-25 19:58:59,20260225_195859,2,5.2500,132.7500,yellowfin,90,2.12,29.8,0.1071,2202,0.0,3540,28,165,0.117,0.0,0.0,52,41,65,0.434,65,1250,帛琉EEZ
2026-02-25 19:58:59,20260225_195859,3,5.2500,133.2500,yellowfin,90,2.12,29.8,0.0647,1332,0.0,4041,32,157,0.086,0.0,0.0,49,39,62,0.377,75,1265,帛琉EEZ
2026-02-25 19:58:59,20260225_195859,4,8.7500,126.5000,bigeye,90,4.85,28.2,0.5223,5000,0.0,1715,66,159,0.624,0.0,1.0,36,27,47,0.104,221,900,菲律賓EEZ
2026-02-25 19:58:59,20260225_195859,5,9.2500,126.5000,bigeye,90,4.83,28.2,0.4897,5000,0.0,3694,71,158,0.75,0.0,0.0,35,27,46,0.079,221,872,菲律賓EEZ
2026-02-25 19:58:59,20260225_195859,6,9.7500,126.2500,bigeye,90,4.85,28.1,0.3601,5000,0.0,2709,67,164,0.616,0.0,0.0,35,27,46,0.053,220,840,菲律賓EEZ
2026-02-25 19:58:59,20260225_195859,7,5.0000,128.5000,skipjack,90,1.63,28.9,0.0000,nan,0.0,5536,28,99,0.483,0.0,0.919,56,47,67,0.571,30,1150,公海
2026-02-25 19:58:59,20260225_195859,8,5.0000,129.5000,skipjack,90,1.64,29.1,0.0000,nan,0.0,5068,20,139,0.432,0.0,0.0,57,47,69,0.640,30,1174,公海
2026-02-25 19:58:59,20260225_195859,9,5.0000,130.0000,skipjack,90,1.61,29.3,0.0000,nan,0.0,5047,12,142,0.535,0.0,1.0,55,44,66,0.650,30,1186,帛琉EEZ
2026-02-25 19:58:59,20260225_195859,10,25.2500,124.2500,albacore,90,3.05,25.2,0.1452,2067,0.0,1944,88,207,0.351,0.0,0.664,30,22,39,0.757,128,271,公海
2026-02-25 19:58:59,20260225_195859,11,25.2500,124.7500,albacore,90,3.19,24.2,0.1516,2024,0.0,1850,93,219,0.379,0.0,0.0,30,23,39,0.736,125,294,公海
2026-02-25 19:58:59,20260225_195859,12,25.2500,125.2500,albacore,90,3.28,23.6,0.1532,1973,0.0,1276,102,214,0.093,0.0,0.692,29,21,38,0.697,124,318,公海
2026-02-25 19:58:59,20260225_195859,19,5.2500,133.7500,yellowfin,90,2.14,29.6,0.0714,1457,0.0,4419,66,152,0.103,0.0,0.2,52,42,66,0.322,84,1281,帛琉EEZ
2026-02-25 19:58:59,20260225_195859,20,5.2500,134.2500,yellowfin,90,2.15,29.5,0.0853,1721,0.0,4294,60,150,0.102,0.0,0.256,56,44,70,0.273,84,1298,帛琉EEZ
2026-02-25 19:58:59,20260225_195859,13,29.7500,131.2500,japanese_flying_squid,9,2.87,20.4,0.1644,1688,0.0,2795,79,75,0.616,0.0,0.0,4,3,6,0.178,79,744,公海
2026-02-25 19:58:59,20260225_195859,14,31.5000,128.5000,japanese_flying_squid,9,3.13,19.1,0.0884,821,0.0,529,133,0,0.055,0.0,0.0,4,3,6,0.027,77,701,公海
2026-02-25 19:58:59,20260225_195859,15,31.5000,133.2500,japanese_flying_squid,9,2.95,19.8,0.0884,857,0.0,4092,167,0,0.261,0.0,0.0,4,3,6,0.476,78,895,日本EEZ
2026-02-25 19:58:59,20260225_195859,16,27.0000,143.5000,pacific_saury,9,4.07,20.2,0.1738,1782,0.0,7648,47,37,0.514,0.0,0.0,5,3,6,0.059,30,1313,日本EEZ
2026-02-25 19:58:59,20260225_195859,17,28.2500,133.7500,pacific_saury,9,3.89,20.9,0.1029,1101,0.0,4199,35,76,0.262,0.0,0.0,5,3,6,0.296,30,819,公海
2026-02-25 19:58:59,20260225_195859,18,28.2500,146.0000,pacific_saury,9,3.99,20.3,0.2768,2843,0.0,5348,60,42,0.303,0.0,0.0,5,3,6,0.016,30,1464,公海
2026-02-25 20:11:43,20260225_201143,1,5.2500,132.2500,yellowfin,90,2.11,29.8,0.0884,1826,0.0,4038,23,167,0.124,0.0,0.0,54,43,68,0.491,59,1235,帛琉EEZ
2026-02-25 20:11:43,20260225_201143,2,5.2500,132.7500,yellowfin,90,2.12,29.8,0.1071,2202,0.0,3540,28,165,0.117,0.0,0.0,53,42,68,0.434,65,1250,帛琉EEZ
2026-02-25 20:11:43,20260225_201143,3,5.2500,133.2500,yellowfin,90,2.12,29.8,0.0647,1332,0.0,4041,32,157,0.086,0.0,0.0,50,39,64,0.377,75,1265,帛琉EEZ
2026-02-25 20:11:43,20260225_201143,4,9.0000,126.2500,bigeye,90,5.67,24.4,1.0798,5000,0.0,1311,30,150,1.0,0.0,1.0,36,27,48,0.082,211,881,菲律賓EEZ
2026-02-25 20:11:43,20260225_201143,5,10.7500,125.7500,bigeye,90,5.32,24.4,0.1468,2115,0.0,913,30,150,0.868,0.0,1.0,37,28,46,0.022,211,773,菲律賓EEZ
2026-02-25 20:11:43,20260225_201143,6,18.2500,122.2500,bigeye,90,5.66,24.4,0.0884,1237,0.0,1112,30,150,0.321,0.0,0.0,36,28,46,0.224,240,283,菲律賓EEZ
2026-02-25 20:11:43,20260225_201143,7,5.0000,128.5000,skipjack,90,1.63,28.9,0.0000,nan,0.0,5536,28,99,0.483,0.0,0.919,55,46,67,0.571,30,1150,公海
2026-02-25 20:11:43,20260225_201143,8,5.0000,129.0000,skipjack,90,1.62,29.1,0.0000,nan,0.0,5017,24,134,0.347,0.0,1.0,58,47,71,0.613,30,1162,公海
2026-02-25 20:11:43,20260225_201143,9,5.0000,129.5000,skipjack,90,1.64,29.1,0.0000,nan,0.0,5068,20,139,0.432,0.0,0.0,56,46,70,0.640,30,1174,公海
2026-02-25 20:11:43,20260225_201143,10,23.2500,134.0000,albacore,90,3.52,22.5,0.0629,763,0.0,4607,22,150,0.537,0.0,0.381,30,22,39,0.117,92,761,公海
2026-02-25 20:11:43,20260225_201143,11,25.0000,141.5000,albacore,90,3.38,23.3,0.1364,1726,0.0,2435,30,157,0.291,0.0,1.0,30,22,39,0.189,93,1184,日本EEZ
2026-02-25 20:11:43,20260225_201143,12,25.2500,125.0000,albacore,90,3.24,23.9,0.1568,2052,0.0,1721,95,223,0.415,0.0,0.0,31,23,40,0.719,125,306,公海
2026-02-25 20:11:43,20260225_201143,19,5.2500,133.7500,yellowfin,90,2.14,29.6,0.0714,1457,0.0,4419,66,152,0.103,0.0,0.2,53,42,67,0.322,84,1281,帛琉EEZ
2026-02-25 20:11:43,20260225_201143,20,5.2500,134.2500,yellowfin,90,2.15,29.5,0.0853,1721,0.0,4294,60,150,0.102,0.0,0.256,55,44,69,0.273,84,1298,帛琉EEZ
2026-02-25 20:11:43,20260225_201143,13,29.7500,131.2500,japanese_flying_squid,9,2.87,20.4,0.1644,1688,0.0,2795,79,75,0.616,0.0,0.0,4,3,6,0.178,79,744,公海
2026-02-25 20:11:43,20260225_201143,14,32.2500,128.2500,japanese_flying_squid,9,3.36,17.8,0.1735,1478,0.0,201,95,0,0.627,0.0,0.0,4,3,6,0.018,76,728,公海
2026-02-25 20:11:43,20260225_201143,16,25.7500,143.7500,pacific_saury,9,4.00,20.4,0.1907,1996,0.0,1873,55,51,0.576,0.0,0.0,4,3,6,0.101,30,1314,日本EEZ
2026-02-25 20:11:43,20260225_201143,17,27.0000,140.5000,pacific_saury,9,3.94,20.7,0.2116,2241,0.0,3108,45,53,0.342,0.0,0.0,5,3,6,0.096,30,1150,日本EEZ
2026-02-25 20:11:43,20260225_201143,18,27.0000,142.7500,pacific_saury,9,4.03,20.3,0.2083,2153,0.0,3715,93,63,0.546,0.0,0.0,5,4,6,0.068,30,1272,日本EEZ
2026-02-25 20:26:06,20260225_202606,1,5.2500,132.2500,yellowfin,90,2.11,29.8,0.0884,1826,0.0,4038,23,167,0.124,0.0,0.0,53,42,67,0.491,59,1235,帛琉EEZ
2026-02-25 20:26:06,20260225_202606,2,5.2500,132.7500,yellowfin,90,2.12,29.8,0.1071,2202,0.0,3540,28,165,0.117,0.0,0.0,51,40,64,0.434,65,1250,帛琉EEZ
2026-02-25 20:26:06,20260225_202606,3,5.2500,133.2500,yellowfin,90,2.12,29.8,0.0647,1332,0.0,4041,32,157,0.086,0.0,0.0,52,41,65,0.377,75,1265,帛琉EEZ
2026-02-25 20:26:06,20260225_202606,4,9.0000,126.2500,bigeye,90,5.67,24.4,1.0798,5000,0.0,1311,30,150,1.0,0.0,1.0,37,28,47,0.082,211,881,菲律賓EEZ
2026-02-25 20:26:06,20260225_202606,5,10.7500,125.7500,bigeye,90,5.32,24.4,0.1468,2115,0.0,913,30,150,0.868,0.0,1.0,36,27,46,0.022,211,773,菲律賓EEZ
2026-02-25 20:26:06,20260225_202606,6,18.2500,122.2500,bigeye,90,5.66,24.4,0.0884,1237,0.0,1112,30,150,0.321,0.0,0.0,36,28,46,0.224,240,283,菲律賓EEZ
2026-02-25 20:26:06,20260225_202606,7,5.0000,128.5000,skipjack,90,1.63,28.9,0.0000,nan,0.0,5536,28,99,0.483,0.0,0.919,53,44,65,0.571,30,1150,公海
2026-02-25 20:26:06,20260225_202606,8,5.0000,129.0000,skipjack,90,1.62,29.1,0.0000,nan,0.0,5017,24,134,0.347,0.0,1.0,57,48,70,0.613,30,1162,公海
2026-02-25 20:26:06,20260225_202606,9,5.0000,129.5000,skipjack,90,1.64,29.1,0.0000,nan,0.0,5068,20,139,0.432,0.0,0.0,56,46,68,0.640,30,1174,公海
2026-02-25 20:26:06,20260225_202606,10,23.2500,134.0000,albacore,90,3.52,22.5,0.0629,763,0.0,4607,22,150,0.537,0.0,0.381,30,22,40,0.117,92,761,公海
2026-02-25 20:26:06,20260225_202606,11,25.0000,141.5000,albacore,90,3.38,23.3,0.1364,1726,0.0,2435,30,157,0.291,0.0,1.0,30,22,40,0.189,93,1184,日本EEZ
2026-02-25 20:26:06,20260225_202606,12,25.2500,125.0000,albacore,90,3.24,23.9,0.1568,2052,0.0,1721,95,223,0.415,0.0,0.0,29,22,39,0.719,125,306,公海
2026-02-25 20:26:06,20260225_202606,19,5.2500,133.7500,yellowfin,90,2.14,29.6,0.0714,1457,0.0,4419,66,152,0.103,0.0,0.2,52,41,65,0.322,84,1281,帛琉EEZ
2026-02-25 20:26:06,20260225_202606,20,5.2500,134.2500,yellowfin,90,2.15,29.5,0.0853,1721,0.0,4294,60,150,0.102,0.0,0.256,50,39,62,0.273,84,1298,帛琉EEZ
2026-02-25 20:26:06,20260225_202606,13,29.7500,131.2500,japanese_flying_squid,9,2.87,20.4,0.1644,1688,0.0,2795,79,75,0.616,0.0,0.0,4,3,6,0.178,79,744,公海
2026-02-25 20:26:06,20260225_202606,14,32.2500,128.2500,japanese_flying_squid,9,3.36,17.8,0.1735,1478,0.0,201,95,0,0.627,0.0,0.0,4,3,6,0.018,76,728,公海
2026-02-25 20:26:06,20260225_202606,16,25.7500,143.7500,pacific_saury,9,4.00,20.4,0.1907,1996,0.0,1873,55,51,0.576,0.0,0.0,4,3,6,0.101,30,1314,日本EEZ
2026-02-25 20:26:06,20260225_202606,17,27.0000,140.5000,pacific_saury,9,3.94,20.7,0.2116,2241,0.0,3108,45,53,0.342,0.0,0.0,5,3,6,0.096,30,1150,日本EEZ
2026-02-25 20:26:06,20260225_202606,18,27.0000,142.7500,pacific_saury,9,4.03,20.3,0.2083,2153,0.0,3715,93,63,0.546,0.0,0.0,4,3,6,0.068,30,1272,日本EEZ
2026-02-25 20:37:44,20260225_203744,1,5.2500,132.7500,yellowfin,90,2.12,29.8,0.1071,2202,0.0,3540,28,165,0.117,0.0,0.0,54,42,66,0.434,65,1250,帛琉EEZ
2026-02-25 20:37:44,20260225_203744,2,6.2500,125.7500,yellowfin,90,2.14,28.6,0.1774,3390,0.0,890,24,143,0.479,0.011,1.0,50,42,64,0.192,57,1027,菲律賓EEZ
2026-02-25 20:37:44,20260225_203744,3,6.5000,158.2500,yellowfin,90,2.12,29.4,0.1027,2050,0.0,3590,96,158,0.21,0.0,1.0,53,43,67,0.729,83,2315,密克羅尼西亞EEZ
2026-02-25 20:37:44,20260225_203744,4,9.0000,126.2500,bigeye,90,5.67,24.4,1.0798,5000,0.0,1311,30,150,1.0,0.0,1.0,37,28,47,0.082,211,881,菲律賓EEZ
2026-02-25 20:37:44,20260225_203744,5,9.5000,126.2500,bigeye,90,4.84,28.2,0.2943,5000,0.0,2339,59,174,0.75,0.0,1.0,36,27,45,0.062,221,853,菲律賓EEZ
2026-02-25 20:37:44,20260225_203744,6,10.7500,125.7500,bigeye,90,5.32,24.4,0.1468,2115,0.0,913,30,150,0.868,0.0,1.0,37,28,48,0.022,211,773,菲律賓EEZ
2026-02-25 20:37:44,20260225_203744,7,5.0000,128.5000,skipjack,90,1.63,28.9,0.0000,nan,0.0,5536,28,99,0.483,0.0,0.919,57,47,69,0.571,30,1150,公海
2026-02-25 20:37:44,20260225_203744,8,5.0000,129.7500,skipjack,90,1.64,29.0,0.0000,nan,0.0,5058,25,140,0.442,0.0,0.0,54,44,65,0.647,30,1180,公海
2026-02-25 20:37:44,20260225_203744,9,5.0000,138.5000,skipjack,90,1.59,29.6,0.0000,nan,0.0,3716,32,201,0.45,0.0,0.0,58,47,69,0.188,30,1461,密克羅尼西亞EEZ
2026-02-25 20:37:44,20260225_203744,10,20.7500,129.7500,albacore,90,3.29,24.0,0.1268,1709,0.0,5588,19,180,0.517,0.0,0.989,29,22,39,0.135,94,536,公海
2026-02-25 20:37:44,20260225_203744,11,21.2500,129.7500,albacore,90,3.40,23.1,0.0884,1124,0.0,5466,16,181,0.509,0.0,0.0,30,22,39,0.148,93,531,公海
2026-02-25 20:37:44,20260225_203744,12,22.5000,136.2500,albacore,90,3.25,23.9,0.0884,1176,0.0,5110,54,176,0.511,0.0,0.328,29,22,41,0.264,112,885,公海
2026-02-25 20:37:44,20260225_203744,19,6.7500,126.0000,yellowfin,90,2.19,28.5,0.1474,2783,0.0,920,48,150,0.619,0.0,1.0,53,42,67,0.188,81,1003,菲律賓EEZ
2026-02-25 20:37:44,20260225_203744,20,6.7500,126.5000,yellowfin,90,2.24,28.3,0.0901,1685,0.0,1280,46,135,0.491,0.0,0.0,54,43,66,0.232,81,1012,菲律賓EEZ
2026-02-25 20:37:44,20260225_203744,13,29.7500,131.2500,japanese_flying_squid,9,2.87,20.4,0.1644,1688,0.0,2795,79,75,0.616,0.0,0.0,5,3,6,0.178,79,744,公海
2026-02-25 20:37:44,20260225_203744,14,32.2500,128.2500,japanese_flying_squid,9,3.36,17.8,0.1735,1478,0.0,201,95,0,0.627,0.0,0.0,4,3,6,0.018,76,728,公海
2026-02-25 20:37:44,20260225_203744,16,25.7500,143.7500,pacific_saury,9,4.00,20.4,0.1907,1996,0.0,1873,55,51,0.576,0.0,0.0,4,3,6,0.101,30,1314,日本EEZ
2026-02-25 20:37:44,20260225_203744,17,26.0000,143.2500,pacific_saury,9,3.93,20.9,0.1666,1797,0.0,2592,47,62,0.702,0.0,0.0,5,3,6,0.100,30,1288,日本EEZ
2026-02-25 20:37:44,20260225_203744,18,27.0000,140.5000,pacific_saury,9,3.94,20.7,0.2116,2241,0.0,3108,45,53,0.342,0.0,0.0,4,3,6,0.096,30,1150,日本EEZ
2026-02-25 20:49:29,20260225_204929,1,5.2500,132.7500,yellowfin,90,2.12,29.8,0.1071,2202,0.0,3540,28,165,0.117,0.0,0.0,50,39,63,0.434,65,1250,帛琉EEZ
2026-02-25 20:49:29,20260225_204929,2,6.2500,125.7500,yellowfin,90,2.14,28.6,0.1774,3390,0.0,890,24,143,0.479,0.011,1.0,50,40,63,0.192,57,1027,菲律賓EEZ
2026-02-25 20:49:29,20260225_204929,3,6.5000,158.2500,yellowfin,90,2.12,29.4,0.1027,2050,0.0,3590,96,158,0.21,0.0,1.0,52,42,66,0.729,83,2315,密克羅尼西亞EEZ
2026-02-25 20:49:29,20260225_204929,4,9.0000,126.2500,bigeye,90,5.67,24.4,1.0798,5000,0.0,1311,30,150,1.0,0.0,1.0,37,29,47,0.082,211,881,菲律賓EEZ
2026-02-25 20:49:29,20260225_204929,5,9.5000,126.2500,bigeye,90,4.84,28.2,0.2943,5000,0.0,2339,59,174,0.75,0.0,1.0,35,27,46,0.062,221,853,菲律賓EEZ
2026-02-25 20:49:29,20260225_204929,6,10.7500,125.7500,bigeye,90,5.32,24.4,0.1468,2115,0.0,913,30,150,0.868,0.0,1.0,36,28,48,0.022,211,773,菲律賓EEZ
2026-02-25 20:49:29,20260225_204929,7,5.0000,128.5000,skipjack,90,1.63,28.9,0.0000,nan,0.0,5536,28,99,0.483,0.0,0.919,57,47,70,0.571,30,1150,公海
2026-02-25 20:49:29,20260225_204929,8,5.0000,129.7500,skipjack,90,1.64,29.0,0.0000,nan,0.0,5058,25,140,0.442,0.0,0.0,57,47,70,0.647,30,1180,公海
2026-02-25 20:49:29,20260225_204929,9,5.0000,138.5000,skipjack,90,1.59,29.6,0.0000,nan,0.0,3716,32,201,0.45,0.0,0.0,59,48,71,0.188,30,1461,密克羅尼西亞EEZ
2026-02-25 20:49:29,20260225_204929,10,20.7500,129.7500,albacore,90,3.29,24.0,0.1268,1709,0.0,5588,19,180,0.517,0.0,0.989,28,22,38,0.135,94,536,公海
2026-02-25 20:49:29,20260225_204929,11,21.2500,129.7500,albacore,90,3.40,23.1,0.0884,1124,0.0,5466,16,181,0.509,0.0,0.0,29,22,39,0.148,93,531,公海
2026-02-25 20:49:29,20260225_204929,12,22.5000,136.2500,albacore,90,3.25,23.9,0.0884,1176,0.0,5110,54,176,0.511,0.0,0.328,29,22,40,0.264,112,885,公海
2026-02-25 20:49:29,20260225_204929,19,6.7500,126.0000,yellowfin,90,2.19,28.5,0.1474,2783,0.0,920,48,150,0.619,0.0,1.0,50,41,63,0.188,81,1003,菲律賓EEZ
2026-02-25 20:49:29,20260225_204929,20,6.7500,126.5000,yellowfin,90,2.24,28.3,0.0901,1685,0.0,1280,46,135,0.491,0.0,0.0,53,42,68,0.232,81,1012,菲律賓EEZ
2026-02-25 20:49:29,20260225_204929,13,29.7500,131.2500,japanese_flying_squid,9,2.87,20.4,0.1644,1688,0.0,2795,79,75,0.616,0.0,0.0,4,3,6,0.178,79,744,公海
2026-02-25 20:49:29,20260225_204929,14,32.2500,128.2500,japanese_flying_squid,9,3.36,17.8,0.1735,1478,0.0,201,95,0,0.627,0.0,0.0,4,3,6,0.018,76,728,公海
2026-02-25 20:49:29,20260225_204929,16,25.7500,143.7500,pacific_saury,9,4.00,20.4,0.1907,1996,0.0,1873,55,51,0.576,0.0,0.0,5,3,6,0.101,30,1314,日本EEZ
2026-02-25 20:49:29,20260225_204929,17,26.0000,143.2500,pacific_saury,9,3.93,20.9,0.1666,1797,0.0,2592,47,62,0.702,0.0,0.0,5,3,6,0.100,30,1288,日本EEZ
2026-02-25 20:49:29,20260225_204929,18,27.0000,140.5000,pacific_saury,9,3.94,20.7,0.2116,2241,0.0,3108,45,53,0.342,0.0,0.0,4,3,6,0.096,30,1150,日本EEZ
2026-02-26 01:05:10,20260226_010510,1,5.2500,133.0000,yellowfin,90,2.12,29.8,0.0921,1893,0.0,3062,30,160,0.087,0.0,1.0,51,41,64,0.405,70,1258,帛琉EEZ
