yy,mm,lat5,lon5,cwp_grid,hhooks,alb_c,alb_n,yft_c,yft_n,bet_c,bet_n,mls_c,mls_n,blm_c,blm_n,bum_c,bum_n,swo_c,swo_n,oth_c,oth_n
1956,10,"20N","135E","61200013500",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1956,10,"20N","140E","61200014000",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1956,10,"20N","145E","61200014500",3284.89,1.078,77,37.305,1255,52.538,1893,5.545,72,0.000,0,26.595,455,1.089,23,19.940,1816
1956,10,"20N","150E","61200015000",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1956,10,"20N","165W","64200016000",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1956,10,"20N","170W","64200016500",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1956,10,"20S","140W","63150013500",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1956,10,"20S","145E","62150014500",1744.73,3.885,252,81.552,2297,15.203,411,1.232,16,198.742,5873,3.098,53,0.994,21,0.051,7
1956,10,"20S","145W","63150014000",1055.39,36.310,2267,56.604,926,22.189,365,5.545,72,0.372,11,114.620,1961,0.616,13,0.033,3
1956,10,"20S","150E","62150015000",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1956,10,"20S","150W","63150014500",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1956,10,"20S","155E","62150015500",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1956,10,"20S","170E","62150017000",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1956,10,"20S","175E","62150017500",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1956,10,"20S","175W","63150017000",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1956,10,"20S","180W","63150017500",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1956,10,"25N","120E","61250012000",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1956,10,"25N","125E","61250012500",1441.46,0.000,0,0.000,0,0.000,0,36.811,478,77.257,2283,0.643,11,0.758,16,3.261,297
1956,10,"25N","130E","61250013000",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1956,10,"25N","135E","61250013500",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1956,10,"25N","140E","61250014000",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1956,10,"25N","155W","64250015000",2843.07,0.028,2,5.580,60,254.353,6618,77.395,1005,0.338,10,20.165,345,0.947,20,0.022,2
1956,10,"25N","160W","64250015500",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1956,10,"25N","165W","64250016000",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1956,10,"25N","170W","64250016500",1153.87,0.322,23,1.992,36,49.971,1275,15.633,203,0.000,0,6.897,118,0.189,4,0.367,40
1956,10,"25N","175E","61250017500",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1956,10,"25N","175W","64250017000",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1956,10,"25N","180W","64250017500",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1956,10,"25S","150E","62200015000",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1956,10,"25S","155E","62200015500",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1956,10,"25S","165W","63200016000",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1956,10,"25S","170E","62200017000",1472.15,42.110,3057,17.230,551,33.588,738,27.185,353,1.455,43,7.715,132,4.404,93,1.232,114
1956,10,"25S","170W","63200016500",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1956,10,"25S","175E","62200017500",4315.38,122.995,8929,33.897,1084,89.340,1963,75.316,978,3.452,102,17.243,295,15.010,317,4.332,399
1956,10,"25S","175W","63200017000",9033.91,196.905,13766,261.382,5114,370.947,7591,216.090,2806,6.937,205,50.092,857,20.313,429,7.405,585
1956,10,"25S","180W","63200017500",3052.08,63.694,4453,62.867,1230,84.148,1722,99.882,1297,1.794,53,19.405,332,11.932,252,1.264,108
1956,10,"30N","125E","61300012500",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1956,10,"30N","130E","61300013000",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1956,10,"30N","135E","61300013500",4639.58,0.084,6,16.046,462,47.698,2254,15.248,198,1.015,30,1.403,24,5.209,110,0.202,13
1956,10,"30N","150E","61300015000",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1956,10,"30N","155E","61300015500",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1956,10,"30N","155W","64300015000",3915.46,0.112,8,1.729,25,371.349,10181,101.499,1318,0.271,8,22.386,383,0.900,19,0.121,11
1956,10,"30N","160E","61300016000",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1956,10,"30N","160W","64300015500",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1956,10,"30N","165W","64300016000",1687.77,0.182,13,3.302,68,62.580,1706,28.648,372,0.068,2,11.222,192,0.189,4,0.556,53
1956,10,"30N","170E","61300017000",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1956,10,"30N","170W","64300016500",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1956,10,"30N","175E","61300017500",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1956,10,"30N","175W","64300017000",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1956,10,"30N","180W","64300017500",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1956,10,"30S","150E","62250015000",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1956,10,"30S","155E","62250015500",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1956,10,"30S","160W","63250015500",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1956,10,"30S","165W","63250016000",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1956,10,"30S","170E","62250017000",3228.00,156.495,11361,29.206,934,40.642,893,70.772,919,0.711,21,3.098,53,9.517,201,3.425,278
1956,10,"30S","175E","62250017500",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1956,10,"30S","175W","63250017000",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1956,10,"30S","180W","63250017500",3762.42,107.078,7486,80.909,1583,120.163,2459,120.290,1562,1.320,39,11.339,194,11.080,234,0.718,60
1956,10,"35N","140E","61350014000",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1956,10,"35N","145E","61350014500",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1956,10,"35N","150E","61350015000",2372.79,6.858,490,3.472,78,57.861,1606,271.075,3520,0.203,6,6.663,114,6.250,132,0.731,79
1956,10,"35N","155E","61350015500",8601.57,82.026,5861,16.957,381,230.544,6399,584.352,7588,0.406,12,25.075,429,10.512,222,1.055,121
1956,10,"35N","160E","61350016000",5854.36,35.968,2570,19.500,375,122.434,3411,275.542,3578,0.068,2,11.748,201,4.924,104,0.213,42
1956,10,"35N","165E","61350016500",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1956,10,"35N","170E","61350017000",4091.62,61.607,4402,1.352,26,50.503,1407,23.103,300,0.000,0,1.344,23,123.962,2618,1.295,40
1956,10,"35N","170W","64350016500",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1956,10,"35N","175E","61350017500",4557.97,96.735,6912,5.824,112,141.171,3933,100.267,1302,0.000,0,5.202,89,30.588,646,0.550,31
1956,10,"35N","175W","64350017000",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1956,10,"35N","180W","64350017500",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1956,10,"35S","170E","62300017000",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1956,10,"35S","175E","62300017500",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1956,10,"35S","175W","63300017000",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1956,10,"35S","180W","63300017500",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1956,10,"40N","140E","61400014000",1679.22,0.000,0,0.000,0,0.000,0,0.539,7,0.000,0,0.000,0,0.568,12,18.359,455
1956,10,"40N","145E","61400014500",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1956,10,"40N","150E","61400015000",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1956,10,"40N","155E","61400015500",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1956,10,"40N","160E","61400016000",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1956,10,"40N","165E","61400016500",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1956,10,"40N","170E","61400017000",3857.65,28.018,2002,0.000,0,12.304,229,4.005,52,0.000,0,0.000,0,194.845,4115,0.113,15
1956,10,"40N","175E","61400017500",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1956,11,"00N","130E","61000013000",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1956,11,"00N","135E","61000013500",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1956,11,"00N","140E","61000014000",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1956,11,"00N","155E","61000015500",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1956,11,"00N","155W","64000015000",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1956,11,"00N","160W","64000015500",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1956,11,"00N","165W","64000016000",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1956,11,"00N","170E","61000017000",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1956,11,"00N","175E","61000017500",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1956,11,"00N","175W","64000017000",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1956,11,"00N","180W","64000017500",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1956,11,"05N","110E","61050011000",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1956,11,"05N","130E","61050013000",1468.11,0.084,6,60.001,2578,66.638,1590,0.308,4,0.575,17,14.788,253,1.373,29,1.397,167
1956,11,"05N","135E","61050013500",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1956,11,"05N","140E","61050014000",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1956,11,"05N","145E","61050014500",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1956,11,"05N","150E","61050015000",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1956,11,"05N","155E","61050015500",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1956,11,"05N","155W","64050015000",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1956,11,"05N","160E","61050016000",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1956,11,"05N","165E","61050016500",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1956,11,"05N","165W","64050016000",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1956,11,"05N","170E","61050017000",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1956,11,"05N","175E","61050017500",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1956,11,"05N","175W","64050017000",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1956,11,"05N","180W","64050017500",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1956,11,"05S","135E","62000013500",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1956,11,"05S","140E","62000014000",1759.38,0.430,29,207.299,8995,13.079,409,0.154,2,0.981,29,21.451,367,1.278,27,3.151,287
1956,11,"05S","145E","62000014500",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1956,11,"05S","155E","62000015500",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1956,11,"05S","160E","62000016000",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1956,11,"05S","165E","62000016500",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1956,11,"05S","170E","62000017000",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1956,11,"05S","170W","63000016500",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1956,11,"05S","175W","63000017000",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1956,11,"10N","110E","61100011000",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1956,11,"10N","115E","61100011500",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1956,11,"10N","130E","61100013000",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1956,11,"10N","135E","61100013500",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1956,11,"10N","145E","61100014500",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1956,11,"10N","155E","61100015500",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1956,11,"10N","160E","61100016000",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1956,11,"10N","170E","61100017000",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1956,11,"10N","170W","64100016500",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1956,11,"10N","175E","61100017500",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1956,11,"10N","175W","64100017000",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1956,11,"10S","145E","62050014500",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1956,11,"10S","155E","62050015500",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1956,11,"10S","160E","62050016000",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1956,11,"10S","170E","62050017000",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1956,11,"10S","175W","63050017000",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1956,11,"10S","180W","63050017500",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1956,11,"15N","130E","61150013000",1647.11,2.491,178,50.096,1473,13.104,557,6.007,78,0.203,6,10.287,176,1.373,29,6.819,621
1956,11,"15N","135E","61150013500",1701.77,1.959,140,67.475,1984,14.139,601,5.083,66,0.305,9,5.670,97,0.379,8,9.728,886
1956,11,"15N","140E","61150014000",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1956,11,"15N","145E","61150014500",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1956,11,"15N","170E","61150017000",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1956,11,"15N","170W","64150016500",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1956,11,"15S","140E","62100014000",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1956,11,"15S","145E","62100014500",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1956,11,"15S","150E","62100015000",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1956,11,"15S","155E","62100015500",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1956,11,"15S","160E","62100016000",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1956,11,"15S","170E","62100017000",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1956,11,"15S","170W","63100016500",2345.59,204.050,10885,20.948,717,6.771,281,2.310,30,0.508,15,35.421,606,0.710,15,0.000,0
1956,11,"15S","175E","62100017500",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1956,11,"15S","175W","63100017000",3186.31,292.493,15603,6.457,221,13.542,562,4.159,54,0.305,9,42.376,725,0.710,15,2.974,297
1956,11,"15S","180W","63100017500",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1956,11,"20N","130E","61200013000",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1956,11,"20N","135E","61200013500",2190.23,4.562,326,80.574,2495,25.788,1194,31.574,410,0.271,8,1.578,27,1.799,38,4.041,368
1956,11,"20N","140E","61200014000",2391.79,0.658,47,21.224,714,54.259,1955,32.883,427,0.000,0,0.935,16,3.457,73,4.370,398
1956,11,"20N","145E","61200014500",2020.44,0.084,6,45.985,1547,66.499,2396,36.349,472,0.000,0,1.812,31,0.710,15,4.117,404
1956,11,"20N","150E","61200015000",3896.91,5.724,409,49.285,1658,103.661,3735,22.256,289,0.000,0,4.501,77,0.805,17,6.151,578
1956,11,"20N","155E","61200015500",1093.60,2.295,164,8.412,283,34.942,1259,9.241,120,0.203,6,2.221,38,0.189,4,1.806,168
1956,11,"20N","170W","64200016500",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1956,11,"20S","140W","63150013500",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1956,11,"20S","145E","62150014500",4701.88,15.140,982,206.986,5830,38.989,1054,2.079,27,365.472,10800,22.562,386,3.551,75,0.639,60
1956,11,"20S","145W","63150014000",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1956,11,"20S","150E","62150015000",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1956,11,"20S","155E","62150015500",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1956,11,"20S","160E","62150016000",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1956,11,"20S","165E","62150016500",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1956,11,"20S","170E","62150017000",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1956,11,"20S","170W","63150016500",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1956,11,"20S","175E","62150017500",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1956,11,"20S","175W","63150017000",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1956,11,"20S","180W","63150017500",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1956,11,"25N","120E","61250012000",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1956,11,"25N","125E","61250012500",1057.85,0.028,2,1.130,35,0.691,32,23.411,304,30.930,914,0.292,5,0.805,17,3.228,294
1956,11,"25N","130E","61250013000",2058.00,0.420,30,12.466,386,25.464,1179,14.401,187,0.203,6,1.578,27,5.019,106,1.054,96
1956,11,"25N","135E","61250013500",3731.92,1.092,78,25.222,781,43.823,2029,61.454,798,0.169,5,2.396,41,11.317,239,5.303,483
1956,11,"25N","140E","61250014000",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1956,11,"25N","150E","61250015000",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1956,11,"25N","155W","64250015000",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1956,11,"25N","160W","64250015500",1040.57,0.028,2,5.301,57,76.598,1993,9.395,122,0.135,4,4.793,82,0.521,11,0.067,12
1956,11,"25N","165W","64250016000",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1956,11,"25N","170E","61250017000",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1956,11,"25N","170W","64250016500",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1956,11,"25N","175E","61250017500",1549.22,0.112,8,1.956,40,80.002,2525,13.323,173,0.271,8,10.579,181,0.521,11,1.891,196
1956,11,"25N","175W","64250017000",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1956,11,"25N","180W","64250017500",2075.77,0.210,15,6.420,116,128.591,3281,14.324,186,0.135,4,9.235,158,2.320,49,1.838,181
1956,11,"25S","150E","62200015000",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1956,11,"25S","155E","62200015500",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1956,11,"25S","160E","62200016000",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1956,11,"25S","165E","62200016500",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1956,11,"25S","170E","62200017000",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1956,11,"25S","170W","63200016500",3518.09,146.842,10266,33.580,657,66.801,1367,95.415,1239,2.166,64,63.418,1085,4.214,89,1.945,214
1956,11,"25S","175E","62200017500",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1956,11,"25S","175W","63200017000",1847.28,38.391,2684,42.627,834,42.025,860,69.232,899,1.049,31,15.723,269,4.025,85,1.365,135
1956,11,"25S","180W","63200017500",1300.56,46.029,3218,26.169,512,24.091,493,98.111,1274,1.320,39,14.379,246,5.493,116,1.755,159
1956,11,"30N","125E","61300012500",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1956,11,"30N","130E","61300013000",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1956,11,"30N","135E","61300013500",6157.48,0.392,28,23.444,675,115.817,5473,34.655,450,0.406,12,0.468,8,4.830,102,0.097,10
1956,11,"30N","140E","61300014000",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1956,11,"30N","145E","61300014500",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1956,11,"30N","150E","61300015000",5175.16,48.031,3432,9.391,211,142.347,3951,289.096,3754,0.575,17,8.534,146,14.963,316,1.085,119
1956,11,"30N","155E","61300015500",0.00,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
1956,11,"30N","155W","64300015000",2375.94,0.056,4,1.176,17,247.882,6796,7.701,100,0.068,2,4.092,70,0.710,15,0.165,15
