date,year,month,day_of_year,lat,lon,sst,chl,ssh,do,current_speed,front_strength,eddy_strength,phi,hsi,cpue_kg_per_day,species,proxy_cpue,bathy_depth,bathy_slope,bathy_dist_to_seamount,bathy_dist_to_shelf_break
2021-08-15,2021,8,227,15.0,147.0,26.5,0.2539,0.0094,4.33,0.2,0.0,127.1,0.504,0.7209,70.9,yellowfin,0.8680185986122769,-2204.69482421875,4.188150882720947,107.40596008300781,300.0
2021-09-15,2021,9,258,26.0,133.0,21.21,0.4709,-0.0555,5.34,0.426,0.0749,36.5,0.471,0.0539,40.2,yellowfin,0.1845390796472288,-3971.32763671875,0.9623232483863831,500.0,300.0
2021-09-15,2021,9,258,20.0,141.0,24.16,0.3509,-0.015,4.78,0.113,0.0363,100.8,0.493,0.361,52.8,yellowfin,0.17194012510694057,-4000.0,0.0006317291408777237,500.0,300.0
2021-09-15,2021,9,258,14.0,149.0,26.78,0.2309,0.0255,2.76,0.221,0.0412,144.8,0.327,0.7326,64.5,yellowfin,0.8106755628733445,-2848.885498046875,4.325674057006836,154.7679901123047,300.0
2021-10-15,2021,10,288,24.0,136.0,22.88,0.4302,-0.0294,5.05,0.105,0.1088,52.9,0.487,0.1838,36.7,yellowfin,0.626523704327181,-3994.5859375,1.1953444480895996,500.0,300.0
2021-10-15,2021,10,288,18.0,144.0,25.47,0.3102,0.0155,4.54,0.141,0.0733,145.4,0.502,0.5911,48.1,yellowfin,0.8411645810923467,-3999.958251953125,0.007620806340128183,500.0,300.0
2021-10-15,2021,10,288,12.0,152.0,27.55,0.1902,0.0476,2.61,0.259,0.0304,133.3,0.321,0.7393,59.6,yellowfin,0.28331009864632506,-3999.958251953125,0.0076246121898293495,500.0,300.0
2021-11-15,2021,11,319,25.0,135.0,23.45,0.45,-0.0204,4.98,0.113,0.084,58.6,0.495,0.2605,33.4,yellowfin,0.14958060093250794,-3999.757080078125,0.07064282894134521,500.0,300.0
2021-11-15,2021,11,319,19.0,143.0,25.6,0.33,0.0228,4.54,0.126,0.0514,130.8,0.505,0.6238,44.8,yellowfin,0.7251874017355974,-3999.999755859375,0.0032532047480344772,500.0,300.0
2021-11-15,2021,11,319,13.0,151.0,27.68,0.21,0.0596,2.61,0.241,0.0523,147.5,0.323,0.7725,55.2,yellowfin,0.6424916076980915,-3991.332275390625,0.31989002227783203,392.6949157714844,300.0
2021-12-15,2021,12,349,24.0,136.0,24.73,0.43,-0.0034,4.77,0.105,0.1117,56.8,0.507,0.4846,35.1,yellowfin,0.4765423723097032,-3994.5859375,1.1953444480895996,500.0,300.0
2021-12-15,2021,12,349,18.0,144.0,26.42,0.31,0.0414,4.4,0.141,0.0927,106.2,0.51,0.7539,43.7,yellowfin,0.4878936424254996,-3999.958251953125,0.007620806340128183,500.0,300.0
2021-12-15,2021,12,349,12.0,152.0,28.5,0.19,0.0735,2.47,0.259,0.047,135.9,0.318,0.737,52.9,yellowfin,0.8653872077847627,-3999.958251953125,0.0076246121898293495,500.0,300.0
2019-01-15,2019,1,15,28.0,132.0,24.49,0.5218,-0.0176,4.89,0.459,0.0899,48.1,0.66,0.3014,22.5,bigeye,0.37352086688660757,-3999.972412109375,0.006270179525017738,500.0,300.0
2019-01-15,2019,1,15,22.0,140.0,25.88,0.4018,0.0145,4.56,0.101,0.093,136.7,0.656,0.1665,35.8,bigeye,0.6866957393866524,-3999.999755859375,0.023187898099422455,500.0,300.0
2019-01-15,2019,1,15,15.0,148.0,27.43,0.2618,0.0654,4.19,0.2,0.0453,142.9,0.646,0.071,42.1,bigeye,0.22275600337059753,-1200.0,0.0,0.0,300.0
2019-01-15,2019,1,15,10.0,156.0,29.77,0.1618,0.08,2.23,0.287,0.0358,115.3,0.383,0.015,38.6,bigeye,0.8971650622207514,-4000.0,0.0,500.0,300.0
2019-01-15,2019,1,15,7.0,165.0,31.09,0.2218,0.0746,3.48,0.299,0.0153,76.6,0.631,0.0068,31.2,bigeye,0.25958213097282545,-4000.0,0.0,500.0,300.0
2019-02-15,2019,2,46,27.0,134.0,25.04,0.5164,-0.0186,4.78,0.441,0.0707,45.4,0.662,0.2447,24.8,bigeye,0.22937210704172542,-3999.944580078125,0.023794550448656082,500.0,300.0
2019-02-15,2019,2,46,20.0,142.0,26.5,0.3764,0.026,4.43,0.113,0.0224,91.1,0.655,0.1242,38.2,bigeye,0.6230025396134982,-3999.999755859375,0.0032578192185610533,500.0,300.0
2019-02-15,2019,2,46,14.0,150.0,27.99,0.2564,0.0664,2.58,0.221,0.0155,131.0,0.408,0.0522,44.5,bigeye,0.4401113656111748,-3696.569580078125,2.6439831256866455,242.32080078125,300.0
2019-02-15,2019,2,46,9.0,158.0,30.41,0.1964,0.0754,2.12,0.295,0.0099,93.9,0.373,0.0105,40.1,bigeye,0.8297964685267141,-4000.0,0.0,500.0,300.0
2019-03-15,2019,3,74,26.0,136.0,24.97,0.5126,-0.0255,4.77,0.426,0.0618,33.2,0.659,0.2511,28.3,bigeye,0.1929041379490416,-3994.587646484375,1.195844054222107,500.0,300.0
2019-03-15,2019,3,74,18.0,144.0,26.77,0.3526,0.0305,4.34,0.141,0.0793,140.7,0.651,0.1072,41.7,bigeye,0.1456154211388011,-3999.958251953125,0.007620806340128183,500.0,300.0
2019-03-15,2019,3,74,12.0,152.0,28.85,0.2326,0.0626,2.41,0.259,0.0514,95.6,0.397,0.0307,48.2,bigeye,0.3978917461357626,-3999.958251953125,0.0076246121898293495,500.0,300.0
2019-03-15,2019,3,74,8.0,162.0,30.66,0.2326,0.0626,3.56,0.299,0.0146,78.1,0.634,0.0094,43.5,bigeye,0.24634552304096785,-4000.0,0.0,500.0,300.0
2019-04-15,2019,4,105,28.0,130.0,23.56,0.56,-0.0476,5.03,0.159,0.057,58.4,0.65,0.4131,25.1,bigeye,0.16438764713245746,-3999.9931640625,0.0034490651451051235,500.0,300.0
2019-04-15,2019,4,105,22.0,138.0,25.3,0.44,-0.0155,4.65,0.101,0.068,100.4,0.651,0.2159,39.8,bigeye,0.24208355385807587,-3999.487060546875,0.2774035334587097,500.0,300.0
2019-04-15,2019,4,105,16.0,146.0,26.97,0.32,0.0294,4.27,0.179,0.038,186.9,0.646,0.0948,46.3,bigeye,0.43534549576545056,-3696.569580078125,2.6439831256866455,241.42852783203125,300.0
2019-04-15,2019,4,105,10.0,155.0,29.32,0.2,0.05,2.3,0.287,0.0199,78.8,0.386,0.0217,41.9,bigeye,0.6148929146853074,-4000.0,0.0,500.0,300.0
2019-05-15,2019,5,135,30.0,128.0,21.61,0.7926,-0.065,5.36,0.2,0.0282,28.0,0.633,0.6924,20.4,bigeye,0.582174730357392,-4000.0,0.0,500.0,300.0
2019-05-15,2019,5,135,24.0,136.0,23.81,0.4726,-0.0444,4.91,0.105,0.0842,42.4,0.642,0.3755,33.6,bigeye,0.3150010221904863,-3994.5859375,1.1953444480895996,500.0,300.0
2019-05-15,2019,5,135,18.0,144.0,25.95,0.3526,0.0005,4.47,0.141,0.0234,149.2,0.645,0.1571,42.8,bigeye,0.6152496456127552,-3999.958251953125,0.007620806340128183,500.0,300.0
2019-05-15,2019,5,135,12.0,153.0,28.02,0.2326,0.0326,2.54,0.259,0.0648,127.5,0.402,0.0497,45.2,bigeye,0.40883515666790804,-3999.999267578125,0.000332999334204942,500.0,300.0
2019-06-15,2019,6,166,28.0,132.0,21.14,0.5364,-0.0735,5.39,0.459,0.0777,44.9,0.623,0.7395,27.3,bigeye,0.6346126491487307,-3999.972412109375,0.006270179525017738,500.0,300.0
2019-06-15,2019,6,166,20.0,142.0,24.62,0.3764,-0.026,4.71,0.113,0.0052,115.0,0.639,0.2728,40.5,bigeye,0.5787867432613563,-3999.999755859375,0.0032578192185610533,500.0,300.0
2019-06-15,2019,6,166,14.0,150.0,27.01,0.2564,0.0145,2.73,0.221,0.0408,163.4,0.413,0.0873,47.8,bigeye,0.9986265474853623,-3696.569580078125,2.6439831256866455,242.32080078125,300.0
2019-06-15,2019,6,166,8.0,160.0,28.56,0.2164,0.0216,3.88,0.299,0.0234,40.7,0.629,0.0354,43.1,bigeye,0.13511127010628265,-4000.0,0.0,500.0,300.0
2019-07-15,2019,7,196,26.0,134.0,21.23,0.4818,-0.0705,5.34,0.426,0.0865,53.8,0.619,0.7195,30.2,bigeye,0.9052694808832716,-3998.21728515625,0.20840080082416534,500.0,300.0
2019-07-15,2019,7,196,18.0,144.0,25.13,0.3218,-0.0145,4.59,0.141,0.0365,157.5,0.638,0.2169,43.6,bigeye,0.9583980268187234,-3999.958251953125,0.007620806340128183,500.0,300.0
2019-07-15,2019,7,196,12.0,152.0,27.2,0.2018,0.0176,2.66,0.259,0.0706,142.7,0.406,0.0729,50.1,bigeye,0.5142025403595917,-3999.958251953125,0.0076246121898293495,500.0,300.0
2019-07-15,2019,7,196,7.0,162.0,28.19,0.2218,0.0146,3.91,0.299,0.0116,59.6,0.624,0.0443,45.3,bigeye,0.6921426351978869,-4000.0,0.0,500.0,300.0
2019-08-15,2019,8,227,28.0,130.0,19.89,0.5139,-0.0735,5.58,0.159,0.0866,70.4,0.608,0.8766,28.7,bigeye,0.10158896571974879,-3999.9931640625,0.0034490651451051235,500.0,300.0
2019-08-15,2019,8,227,22.0,140.0,22.99,0.3939,-0.0414,4.99,0.101,0.0704,102.6,0.629,0.4662,41.2,bigeye,0.5600646268818282,-3999.999755859375,0.023187898099422455,500.0,300.0
2019-08-15,2019,8,227,16.0,148.0,26.0,0.2739,0.0034,4.42,0.179,0.0279,126.0,0.639,0.144,48.5,bigeye,0.6719225062968138,-2204.69482421875,4.002488136291504,111.1949234008789,300.0
2019-08-15,2019,8,227,10.0,158.0,27.41,0.1539,0.024,2.59,0.287,0.0281,127.1,0.399,0.0586,44.8,bigeye,0.9803997571192823,-4000.0,0.0,500.0,300.0
2019-09-15,2019,9,258,27.0,133.0,20.73,0.4909,-0.0596,5.43,0.441,0.0786,74.8,0.616,0.7822,26.4,bigeye,0.4968085764523139,-3999.10986328125,0.1127578392624855,500.0,300.0
2019-09-15,2019,9,258,20.0,142.0,24.16,0.3509,-0.015,4.78,0.113,0.0236,116.5,0.635,0.3161,39.8,bigeye,0.1008438479590461,-3999.999755859375,0.0032578192185610533,500.0,300.0
2019-09-15,2019,9,258,14.0,150.0,26.77,0.2309,0.0255,2.76,0.221,0.0572,173.0,0.414,0.0948,46.2,bigeye,0.3463216525742731,-3696.569580078125,2.6439831256866455,242.32080078125,300.0
2019-09-15,2019,9,258,8.0,160.0,28.0,0.1909,0.0326,3.96,0.299,0.0196,107.2,0.627,0.0467,42.5,bigeye,0.1657465927824212,-4000.0,0.0,500.0,300.0
2019-10-15,2019,10,288,25.0,136.0,22.46,0.4502,-0.0354,5.13,0.113,0.0276,87.0,0.631,0.548,24.1,bigeye,0.7868921488107812,-3912.951904296875,1.6328835487365723,500.0,300.0
2019-10-15,2019,10,288,18.0,144.0,25.47,0.3102,0.0155,4.54,0.141,0.0517,139.3,0.641,0.1866,37.5,bigeye,0.5024307499344663,-3999.958251953125,0.007620806340128183,500.0,300.0
2019-10-15,2019,10,288,12.0,152.0,27.55,0.1902,0.0476,2.61,0.259,0.0518,84.3,0.404,0.0595,43.8,bigeye,0.466666684211669,-3999.958251953125,0.0076246121898293495,500.0,300.0
2019-10-15,2019,10,288,7.0,163.0,28.8,0.2102,0.0446,3.82,0.299,0.0178,72.9,0.627,0.0305,39.2,bigeye,0.8006958210152626,-4000.0,0.0,500.0,300.0
2019-11-15,2019,11,319,26.0,134.0,23.09,0.47,-0.0255,5.06,0.426,0.1096,51.1,0.64,0.4665,21.8,bigeye,0.42630779577468103,-3998.21728515625,0.20840080082416534,500.0,300.0
2019-11-15,2019,11,319,20.0,142.0,25.25,0.35,0.015,4.61,0.113,0.0119,119.4,0.645,0.2111,34.6,bigeye,0.7751018325097624,-3999.999755859375,0.0032578192185610533,500.0,300.0
2019-11-15,2019,11,319,14.0,150.0,27.34,0.23,0.0555,2.68,0.221,0.0683,148.8,0.412,0.0713,40.3,bigeye,0.5152621141307243,-3696.569580078125,2.6439831256866455,242.32080078125,300.0
2019-11-15,2019,11,319,9.0,160.0,28.99,0.17,0.0644,3.83,0.295,0.0147,97.8,0.634,0.025,36.7,bigeye,0.3965253384559956,-4000.0,0.0,500.0,300.0
2019-12-15,2019,12,349,25.0,135.0,24.45,0.45,-0.0094,4.83,0.113,0.0819,90.0,0.651,0.2998,23.2,bigeye,0.355563586391056,-3999.757080078125,0.07064282894134521,500.0,300.0
2019-12-15,2019,12,349,18.0,143.0,26.42,0.31,0.0414,4.4,0.141,0.036,138.7,0.648,0.1227,32.8,bigeye,0.35909033694981474,-3999.999267578125,0.00033376755891367793,500.0,300.0
2019-12-15,2019,12,349,12.0,151.0,28.51,0.19,0.0735,2.46,0.259,0.0422,94.8,0.399,0.0349,38.1,bigeye,0.13213375541521466,-3999.060791015625,0.07388076931238174,465.2566833496094,300.0
2019-12-15,2019,12,349,8.0,161.0,30.1,0.19,0.0735,3.64,0.299,0.023,81.1,0.633,0.0128,34.5,bigeye,0.3441497271566023,-4000.0,0.0,500.0,300.0
2020-01-15,2020,1,15,27.0,133.0,24.72,0.5018,-0.0146,4.83,0.441,0.0801,50.1,0.659,0.2756,23.8,bigeye,0.6156522425652924,-3999.10986328125,0.1127578392624855,500.0,300.0
2020-01-15,2020,1,15,20.0,141.0,26.32,0.3618,0.03,4.45,0.113,0.0058,121.0,0.653,0.1334,36.4,bigeye,0.20562305801260444,-4000.0,0.0006317291408777237,500.0,300.0
2020-01-15,2020,1,15,13.0,149.0,28.38,0.2218,0.0746,2.5,0.241,0.0431,118.2,0.403,0.0397,43.2,bigeye,0.585438661085036,-3696.569580078125,2.5793802738189697,247.17706298828125,300.0
2020-01-15,2020,1,15,8.0,159.0,30.69,0.2018,0.0776,2.06,0.299,0.0184,84.0,0.367,0.0087,39.5,bigeye,0.8748464076154641,-4000.0,0.0,500.0,300.0
2020-02-15,2020,2,46,26.0,135.0,25.25,0.4964,-0.0145,4.73,0.426,0.1177,65.0,0.661,0.2241,25.6,bigeye,0.127834664362918,-3999.97119140625,0.06916337460279465,500.0,300.0
2020-02-15,2020,2,46,19.0,143.0,26.7,0.3564,0.0338,4.38,0.126,0.0552,137.0,0.653,0.1114,38.9,bigeye,0.2447949874123968,-3999.999755859375,0.0032532047480344772,500.0,300.0
2020-02-15,2020,2,46,13.0,151.0,28.48,0.2364,0.0705,2.49,0.241,0.0116,133.7,0.402,0.0384,45.1,bigeye,0.4579787748679609,-3991.332275390625,0.31989002227783203,392.6949157714844,300.0
2020-02-15,2020,2,46,8.0,161.0,30.88,0.2164,0.0735,3.53,0.299,0.0206,125.2,0.634,0.0079,41.3,bigeye,0.5462408442991629,-4000.0,0.0,500.0,300.0
2020-03-15,2020,3,75,25.0,137.0,25.2,0.4926,-0.0204,4.72,0.113,0.0762,76.6,0.658,0.2284,29.2,bigeye,0.8151135482737362,-2600.0,2.2027718387107598e-06,500.0,300.0
2020-03-15,2020,3,75,18.0,145.0,26.77,0.3526,0.0305,4.34,0.141,0.0493,121.9,0.651,0.1072,42.5,bigeye,0.13100881117154703,-3999.060791015625,0.07385315746068954,462.1146240234375,300.0
2020-03-15,2020,3,75,12.0,153.0,28.84,0.2326,0.0626,2.41,0.259,0.0729,139.1,0.397,0.0309,49.1,bigeye,0.9857842942326391,-3999.999267578125,0.000332999334204942,500.0,300.0
2020-03-15,2020,3,75,7.0,163.0,31.12,0.2526,0.0596,3.47,0.299,0.0279,47.6,0.631,0.0069,44.2,bigeye,0.960256333153338,-4000.0,0.0,500.0,300.0
2020-04-15,2020,4,106,27.0,131.0,23.85,0.54,-0.0446,4.96,0.441,0.1081,26.7,0.651,0.3758,26.3,bigeye,0.39289847898298014,-3996.429931640625,0.20245042443275452,500.0,300.0
2020-04-15,2020,4,106,21.0,139.0,25.58,0.42,-0.0078,4.58,0.105,0.0917,162.2,0.65,0.1907,40.7,bigeye,0.2813906300221074,-3969.6162109375,1.722469449043274,500.0,300.0
2020-04-15,2020,4,106,15.0,147.0,27.25,0.3,0.0354,4.21,0.2,0.0302,136.2,0.645,0.0811,47.2,bigeye,0.37397681669335825,-2204.69482421875,4.188150882720947,107.40596008300781,300.0
2020-04-15,2020,4,106,9.0,157.0,29.73,0.22,0.0494,2.22,0.295,0.021,77.5,0.38,0.0173,42.8,bigeye,0.6684417680829193,-4000.0,0.0,500.0,300.0
2020-05-15,2020,5,136,28.0,129.0,22.33,0.7526,-0.0626,5.21,0.159,0.049,52.3,0.637,0.5907,21.8,bigeye,0.11200395829989523,-3999.99951171875,0.0007229268085211515,500.0,300.0
2020-05-15,2020,5,136,22.0,137.0,24.52,0.4326,-0.0305,4.76,0.101,0.0588,115.7,0.644,0.2908,34.5,bigeye,0.1429574230747504,-3999.933349609375,0.2014034539461136,500.0,300.0
2020-05-15,2020,5,136,16.0,145.0,26.65,0.3126,0.0144,4.32,0.179,0.0316,180.9,0.644,0.1104,43.6,bigeye,0.7951556154870895,-3967.117919921875,0.6824870705604553,340.1339111328125,300.0
2020-05-15,2020,5,136,10.0,155.0,28.7,0.1926,0.035,2.4,0.287,0.0122,93.6,0.391,0.0313,46.1,bigeye,0.46677915707850515,-4000.0,0.0,500.0,300.0
2020-06-15,2020,6,167,26.0,133.0,22.0,0.4964,-0.0664,5.22,0.426,0.0963,36.9,0.628,0.618,28.5,bigeye,0.6296380571938636,-3971.32763671875,0.9623232483863831,500.0,300.0
2020-06-15,2020,6,167,20.0,141.0,24.62,0.3764,-0.026,4.71,0.113,0.0223,155.5,0.639,0.2732,41.8,bigeye,0.3760246122516975,-4000.0,0.0006317291408777237,500.0,300.0
2020-06-15,2020,6,167,14.0,149.0,27.02,0.2564,0.0145,2.73,0.221,0.0179,145.9,0.413,0.0871,48.5,bigeye,0.9176771278882945,-2848.885498046875,4.325674057006836,154.7679901123047,300.0
2020-06-15,2020,6,167,8.0,159.0,28.58,0.2164,0.0216,2.37,0.299,0.0226,91.5,0.385,0.0351,44.2,bigeye,0.1765306897259568,-4000.0,0.0,500.0,300.0
2020-07-15,2020,7,197,25.0,135.0,21.72,0.4618,-0.0654,5.24,0.113,0.0553,44.2,0.622,0.6508,31.4,bigeye,0.5502415090515675,-3999.757080078125,0.07064282894134521,500.0,300.0
2020-07-15,2020,7,197,19.0,143.0,24.65,0.3418,-0.0222,4.68,0.126,0.0604,144.5,0.637,0.2646,44.7,bigeye,0.7161744982340904,-3999.999755859375,0.0032532047480344772,500.0,300.0
2020-07-15,2020,7,197,13.0,151.0,26.99,0.2218,0.0146,2.71,0.241,0.055,141.2,0.41,0.0841,51.2,bigeye,0.7620789731870701,-3991.332275390625,0.31989002227783203,392.6949157714844,300.0
2020-07-15,2020,7,197,7.0,161.0,28.2,0.2218,0.0146,3.91,0.299,0.0132,70.4,0.624,0.044,46.5,bigeye,0.4084301633167393,-4000.0,0.0,500.0,300.0
2020-08-15,2020,8,228,27.0,131.0,20.4,0.4939,-0.0705,5.48,0.441,0.0859,40.5,0.612,0.8208,29.8,bigeye,0.794314491447233,-3996.429931640625,0.20245042443275452,500.0,300.0
2020-08-15,2020,8,228,21.0,139.0,23.48,0.3739,-0.0338,4.9,0.105,0.1173,127.9,0.631,0.3996,42.3,bigeye,0.6076728287849436,-3969.6162109375,1.722469449043274,500.0,300.0
2020-08-15,2020,8,228,15.0,147.0,26.5,0.2539,0.0094,4.33,0.2,0.0262,160.7,0.64,0.1117,49.6,bigeye,0.35674545446210304,-2204.69482421875,4.188150882720947,107.40596008300781,300.0
2020-08-15,2020,8,228,9.0,157.0,27.63,0.1739,0.0234,2.54,0.295,0.0103,103.3,0.395,0.0551,45.8,bigeye,0.8350871662757525,-4000.0,0.0,500.0,300.0
2020-09-15,2020,9,259,26.0,133.0,21.21,0.4709,-0.0555,5.34,0.426,0.1032,45.1,0.619,0.7187,27.5,bigeye,0.10850735946249734,-3971.32763671875,0.9623232483863831,500.0,300.0
2020-09-15,2020,9,259,20.0,141.0,24.16,0.3509,-0.015,4.78,0.113,0.0296,137.6,0.635,0.3166,40.6,bigeye,0.6027708126952257,-4000.0,0.0006317291408777237,500.0,300.0
2020-09-15,2020,9,259,14.0,149.0,26.78,0.2309,0.0255,2.76,0.221,0.0664,180.2,0.414,0.0946,47.1,bigeye,0.6444303578057587,-2848.885498046875,4.325674057006836,154.7679901123047,300.0
2020-09-15,2020,9,259,8.0,159.0,28.01,0.1909,0.0326,2.46,0.299,0.0175,60.8,0.389,0.0464,43.4,bigeye,0.21078935901085571,-4000.0,0.0,500.0,300.0
2020-10-15,2020,10,289,24.0,137.0,22.89,0.4302,-0.0294,5.05,0.105,0.0622,65.3,0.633,0.4861,25.2,bigeye,0.7636500576277174,-3912.952880859375,1.5607727766036987,500.0,300.0
2020-10-15,2020,10,289,18.0,145.0,25.48,0.3102,0.0155,4.54,0.141,0.0485,152.1,0.641,0.1865,38.4,bigeye,0.38016398838410137,-3999.060791015625,0.07385315746068954,462.1146240234375,300.0
2020-10-15,2020,10,289,12.0,153.0,27.54,0.1902,0.0476,2.61,0.259,0.0555,140.6,0.404,0.0597,44.7,bigeye,0.5042772303281603,-3999.999267578125,0.000332999334204942,500.0,300.0
2020-10-15,2020,10,289,7.0,163.0,28.8,0.2102,0.0446,3.82,0.299,0.0201,94.8,0.627,0.0305,40.1,bigeye,0.24374335729498456,-4000.0,0.0,500.0,300.0
2020-11-15,2020,11,320,25.0,135.0,23.45,0.45,-0.0204,4.98,0.113,0.0747,125.0,0.641,0.4172,22.6,bigeye,0.9492457538517817,-3999.757080078125,0.07064282894134521,500.0,300.0
2020-11-15,2020,11,320,19.0,143.0,25.6,0.33,0.0228,4.54,0.126,0.0625,121.4,0.645,0.18,35.8,bigeye,0.6532942265597563,-3999.999755859375,0.0032532047480344772,500.0,300.0
2020-11-15,2020,11,320,13.0,151.0,27.68,0.21,0.0596,2.61,0.241,0.0286,143.9,0.407,0.0576,41.2,bigeye,0.8710253475039077,-3991.332275390625,0.31989002227783203,392.6949157714844,300.0
2020-11-15,2020,11,320,8.0,161.0,29.33,0.19,0.0626,3.76,0.299,0.0178,90.2,0.632,0.0212,37.5,bigeye,0.13817197304598566,-4000.0,0.0,500.0,300.0
2020-12-15,2020,12,350,24.0,136.0,24.73,0.43,-0.0034,4.77,0.105,0.0895,80.1,0.651,0.2683,24.1,bigeye,0.7491263284934488,-3994.5859375,1.1953444480895996,500.0,300.0
2020-12-15,2020,12,350,18.0,144.0,26.42,0.31,0.0414,4.4,0.141,0.0331,114.9,0.648,0.1226,33.5,bigeye,0.3986795844382961,-3999.958251953125,0.007620806340128183,500.0,300.0
2020-12-15,2020,12,350,12.0,152.0,28.5,0.19,0.0735,2.47,0.259,0.0411,141.2,0.399,0.035,39.2,bigeye,0.5801786499199808,-3999.958251953125,0.0076246121898293495,500.0,300.0
2020-12-15,2020,12,350,7.0,162.0,30.51,0.21,0.0705,3.56,0.299,0.0221,40.9,0.63,0.01,35.6,bigeye,0.8429803853954175,-4000.0,0.0,500.0,300.0
2021-01-15,2021,1,15,26.0,134.0,24.95,0.4818,-0.0105,4.78,0.426,0.0835,69.2,0.659,0.2512,24.5,bigeye,0.16907766046234332,-3998.21728515625,0.20840080082416534,500.0,300.0
2021-01-15,2021,1,15,20.0,142.0,26.33,0.3618,0.03,4.45,0.113,0.0112,132.5,0.653,0.1332,37.1,bigeye,0.5520065814471817,-3999.999755859375,0.0032578192185610533,500.0,300.0
2021-01-15,2021,1,15,14.0,150.0,27.9,0.2418,0.0705,2.6,0.221,0.0512,119.4,0.409,0.0537,44.0,bigeye,0.842677833883725,-3696.569580078125,2.6439831256866455,242.32080078125,300.0
2021-02-15,2021,2,46,27.0,132.0,25.01,0.5164,-0.0186,4.79,0.441,0.0872,66.0,0.662,0.2469,26.3,bigeye,0.7737915049588697,-3996.429931640625,0.20245042443275452,500.0,300.0
2021-02-15,2021,2,46,21.0,140.0,26.29,0.3964,0.0182,4.48,0.105,0.1017,139.5,0.656,0.1383,39.7,bigeye,0.9270672731478767,-3999.933349609375,0.20347751677036285,500.0,300.0
2021-02-15,2021,2,46,15.0,148.0,27.5,0.2764,0.0613,4.18,0.2,0.0224,128.8,0.646,0.0697,45.8,bigeye,0.13489442578840394,-1200.0,0.0,0.0,300.0
2021-03-15,2021,3,74,25.0,136.0,25.19,0.4926,-0.0204,4.72,0.113,0.0903,80.9,0.658,0.2292,30.1,bigeye,0.21585708098714812,-3912.951904296875,1.6328835487365723,500.0,300.0
2021-03-15,2021,3,74,19.0,144.0,26.55,0.3726,0.0228,4.4,0.126,0.0603,215.6,0.652,0.1206,43.2,bigeye,0.8526289700019384,-3999.9892578125,0.014183931052684784,500.0,300.0
2021-03-15,2021,3,74,13.0,152.0,28.37,0.2526,0.0596,2.51,0.241,0.0614,156.9,0.403,0.0419,49.8,bigeye,0.6771121773762413,-3999.61376953125,0.03350391238927841,485.4700622558594,300.0
2021-04-15,2021,4,105,27.0,130.0,23.84,0.54,-0.0446,4.96,0.141,0.0991,67.8,0.65,0.3774,27.2,bigeye,0.3812452048982594,-3999.10986328125,0.1127578392624855,500.0,300.0
2021-04-15,2021,4,105,21.0,138.0,25.57,0.42,-0.0078,4.58,0.105,0.0737,133.6,0.65,0.1913,41.5,bigeye,0.8148181328012645,-3766.139404296875,2.133667230606079,500.0,300.0
2021-04-15,2021,4,105,15.0,146.0,27.25,0.3,0.0354,4.21,0.2,0.0345,142.8,0.645,0.0811,48.1,bigeye,0.7250092801781874,-3526.7626953125,3.1416728496551514,214.81137084960938,300.0
2021-05-15,2021,5,135,29.0,128.0,21.96,0.7726,-0.0644,5.29,0.179,0.0703,51.7,0.635,0.6428,22.5,bigeye,0.905789954864483,-4000.0,3.7101233374414733e-07,500.0,300.0
2021-05-15,2021,5,135,23.0,136.0,24.16,0.4526,-0.0377,4.84,0.101,0.1263,56.4,0.643,0.3322,35.3,bigeye,0.4827745670434983,-3999.997802734375,0.07002212107181549,500.0,300.0
2021-05-15,2021,5,135,17.0,144.0,26.3,0.3326,0.0077,4.4,0.159,0.0637,116.9,0.644,0.1323,44.5,bigeye,0.3909710376922927,-3999.61376953125,0.03350391238927841,481.8995666503906,300.0
2021-06-15,2021,6,166,26.0,132.0,21.99,0.4964,-0.0664,5.22,0.426,0.0706,83.3,0.628,0.6196,29.4,bigeye,0.8787803237561289,-3885.012451171875,1.6395710706710815,500.0,300.0
2021-06-15,2021,6,166,20.0,140.0,24.61,0.3764,-0.026,4.71,0.113,0.0206,107.8,0.639,0.2737,42.6,bigeye,0.3834494837051923,-3999.487060546875,0.2903289794921875,500.0,300.0
2021-06-15,2021,6,166,14.0,148.0,27.02,0.2564,0.0145,2.73,0.221,0.0357,155.8,0.413,0.0869,49.3,bigeye,0.22528513067600855,-2204.69482421875,4.002488136291504,111.1949234008789,300.0
2021-07-15,2021,7,196,25.0,134.0,21.71,0.4618,-0.0654,5.24,0.113,0.0654,74.9,0.622,0.6522,32.3,bigeye,0.6121646074040707,-3985.682373046875,0.5807504057884216,500.0,300.0
2021-07-15,2021,7,196,19.0,142.0,24.64,0.3418,-0.0222,4.68,0.126,0.0509,125.5,0.637,0.2649,45.5,bigeye,0.6757910328022487,-4000.0,7.849637768231332e-05,500.0,300.0
2021-07-15,2021,7,196,13.0,150.0,26.99,0.2218,0.0146,2.71,0.241,0.0929,146.9,0.41,0.0839,52.1,bigeye,0.6676294371463728,-3920.0166015625,1.3216480016708374,309.8613586425781,300.0
2021-08-15,2021,8,227,27.0,130.0,20.39,0.4939,-0.0705,5.48,0.141,0.0395,58.5,0.612,0.8222,30.6,bigeye,0.7325658566151221,-3999.10986328125,0.1127578392624855,500.0,300.0
